,videoId,comment
3175,9bqk6ZUsKyA,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3176,9bqk6ZUsKyA,The chance to get iPhone is 0.000000000000000000001%😅
3177,9bqk6ZUsKyA,Norengo tarjeta😢
3178,9bqk6ZUsKyA,Im
3179,9bqk6ZUsKyA,Amake din
3180,9bqk6ZUsKyA,1.000.000 missed calls from Samsung
3181,9bqk6ZUsKyA,Ami ki pabo
3182,9bqk6ZUsKyA,already subscribed😢
3183,9bqk6ZUsKyA,I’m subscribed  🪼
3184,9bqk6ZUsKyA,I REALLY NEED A NEW ONEEE
3185,9bqk6ZUsKyA,PLZZZZ
3186,9bqk6ZUsKyA,🎉🎉🎉🎉🎉❤❤❤❤❤
3187,9bqk6ZUsKyA,🇮🇳🇮🇳🇮🇳
3188,9bqk6ZUsKyA,Meme😢
3189,9bqk6ZUsKyA,A
3190,9bqk6ZUsKyA,I wish to get it 😢 helps for studies ❤
3191,9bqk6ZUsKyA,Can I get a chance t
3192,9bqk6ZUsKyA,yo soy de guatemala mrBeast ya estoy  suscrito
3193,9bqk6ZUsKyA,Inshaallah I will get a Iphone❤
3194,DuQbOQwVaNE,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3195,DuQbOQwVaNE,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3196,DuQbOQwVaNE,The chance to get iPhone is 0.000000000000000000001%😅
3197,DuQbOQwVaNE,Norengo tarjeta😢
3198,DuQbOQwVaNE,Im
3199,DuQbOQwVaNE,Amake din
3200,DuQbOQwVaNE,1.000.000 missed calls from Samsung
3201,DuQbOQwVaNE,Ami ki pabo
3202,DuQbOQwVaNE,already subscribed😢
3203,DuQbOQwVaNE,I’m subscribed  🪼
3204,DuQbOQwVaNE,I REALLY NEED A NEW ONEEE
3205,DuQbOQwVaNE,PLZZZZ
3206,DuQbOQwVaNE,🎉🎉🎉🎉🎉❤❤❤❤❤
3207,DuQbOQwVaNE,🇮🇳🇮🇳🇮🇳
3208,DuQbOQwVaNE,Meme😢
3209,DuQbOQwVaNE,A
3210,DuQbOQwVaNE,I wish to get it 😢 helps for studies ❤
3211,DuQbOQwVaNE,Can I get a chance t
3212,DuQbOQwVaNE,yo soy de guatemala mrBeast ya estoy  suscrito
3213,DuQbOQwVaNE,Inshaallah I will get a Iphone❤
3214,vJH28ICkCdU,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3215,vJH28ICkCdU,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3216,vJH28ICkCdU,The chance to get iPhone is 0.000000000000000000001%😅
3217,vJH28ICkCdU,Norengo tarjeta😢
3218,vJH28ICkCdU,Im
3219,vJH28ICkCdU,Amake din
3220,vJH28ICkCdU,1.000.000 missed calls from Samsung
3221,vJH28ICkCdU,Ami ki pabo
3222,vJH28ICkCdU,already subscribed😢
3223,vJH28ICkCdU,I’m subscribed  🪼
3224,vJH28ICkCdU,I REALLY NEED A NEW ONEEE
3225,vJH28ICkCdU,PLZZZZ
3226,vJH28ICkCdU,🎉🎉🎉🎉🎉❤❤❤❤❤
3227,vJH28ICkCdU,🇮🇳🇮🇳🇮🇳
3228,vJH28ICkCdU,Meme😢
3229,vJH28ICkCdU,A
3230,vJH28ICkCdU,I wish to get it 😢 helps for studies ❤
3231,vJH28ICkCdU,Can I get a chance t
3232,vJH28ICkCdU,yo soy de guatemala mrBeast ya estoy  suscrito
3233,vJH28ICkCdU,Inshaallah I will get a Iphone❤
3234,_uwNDiU04zE,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3235,_uwNDiU04zE,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3236,_uwNDiU04zE,The chance to get iPhone is 0.000000000000000000001%😅
3237,_uwNDiU04zE,Norengo tarjeta😢
3238,_uwNDiU04zE,Im
3239,_uwNDiU04zE,Amake din
3240,_uwNDiU04zE,1.000.000 missed calls from Samsung
3241,_uwNDiU04zE,Ami ki pabo
3242,_uwNDiU04zE,already subscribed😢
3243,_uwNDiU04zE,I’m subscribed  🪼
3244,_uwNDiU04zE,I REALLY NEED A NEW ONEEE
3245,_uwNDiU04zE,PLZZZZ
3246,_uwNDiU04zE,🎉🎉🎉🎉🎉❤❤❤❤❤
3247,_uwNDiU04zE,🇮🇳🇮🇳🇮🇳
3248,_uwNDiU04zE,Meme😢
3249,_uwNDiU04zE,A
3250,_uwNDiU04zE,I wish to get it 😢 helps for studies ❤
3251,_uwNDiU04zE,Can I get a chance t
3252,_uwNDiU04zE,yo soy de guatemala mrBeast ya estoy  suscrito
3253,_uwNDiU04zE,Inshaallah I will get a Iphone❤
3254,C680oxL__ck,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3255,C680oxL__ck,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3256,C680oxL__ck,The chance to get iPhone is 0.000000000000000000001%😅
3257,C680oxL__ck,Norengo tarjeta😢
3258,C680oxL__ck,Im
3259,C680oxL__ck,Amake din
3260,C680oxL__ck,1.000.000 missed calls from Samsung
3261,C680oxL__ck,Ami ki pabo
3262,C680oxL__ck,already subscribed😢
3263,C680oxL__ck,I’m subscribed  🪼
3264,C680oxL__ck,I REALLY NEED A NEW ONEEE
3265,C680oxL__ck,PLZZZZ
3266,C680oxL__ck,🎉🎉🎉🎉🎉❤❤❤❤❤
3267,C680oxL__ck,🇮🇳🇮🇳🇮🇳
3268,C680oxL__ck,Meme😢
3269,C680oxL__ck,A
3270,C680oxL__ck,I wish to get it 😢 helps for studies ❤
3271,C680oxL__ck,Can I get a chance t
3272,C680oxL__ck,yo soy de guatemala mrBeast ya estoy  suscrito
3273,C680oxL__ck,Inshaallah I will get a Iphone❤
3274,5Fg9oZk-5uA,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3275,5Fg9oZk-5uA,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3276,5Fg9oZk-5uA,The chance to get iPhone is 0.000000000000000000001%😅
3277,5Fg9oZk-5uA,Norengo tarjeta😢
3278,5Fg9oZk-5uA,Im
3279,5Fg9oZk-5uA,Amake din
3280,5Fg9oZk-5uA,1.000.000 missed calls from Samsung
3281,5Fg9oZk-5uA,Ami ki pabo
3282,5Fg9oZk-5uA,already subscribed😢
3283,5Fg9oZk-5uA,I’m subscribed  🪼
3284,5Fg9oZk-5uA,I REALLY NEED A NEW ONEEE
3285,5Fg9oZk-5uA,PLZZZZ
3286,5Fg9oZk-5uA,🎉🎉🎉🎉🎉❤❤❤❤❤
3287,5Fg9oZk-5uA,🇮🇳🇮🇳🇮🇳
3288,5Fg9oZk-5uA,Meme😢
3289,5Fg9oZk-5uA,A
3290,5Fg9oZk-5uA,I wish to get it 😢 helps for studies ❤
3291,5Fg9oZk-5uA,Can I get a chance t
3292,5Fg9oZk-5uA,yo soy de guatemala mrBeast ya estoy  suscrito
3293,5Fg9oZk-5uA,Inshaallah I will get a Iphone❤
3294,PKtnafFtfEo,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3295,PKtnafFtfEo,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3296,PKtnafFtfEo,The chance to get iPhone is 0.000000000000000000001%😅
3297,PKtnafFtfEo,Norengo tarjeta😢
3298,PKtnafFtfEo,Im
3299,PKtnafFtfEo,Amake din
3300,PKtnafFtfEo,1.000.000 missed calls from Samsung
3301,PKtnafFtfEo,Ami ki pabo
3302,PKtnafFtfEo,already subscribed😢
3303,PKtnafFtfEo,I’m subscribed  🪼
3304,PKtnafFtfEo,I REALLY NEED A NEW ONEEE
3305,PKtnafFtfEo,PLZZZZ
3306,PKtnafFtfEo,🎉🎉🎉🎉🎉❤❤❤❤❤
3307,PKtnafFtfEo,🇮🇳🇮🇳🇮🇳
3308,PKtnafFtfEo,Meme😢
3309,PKtnafFtfEo,A
3310,PKtnafFtfEo,I wish to get it 😢 helps for studies ❤
3311,PKtnafFtfEo,Can I get a chance t
3312,PKtnafFtfEo,yo soy de guatemala mrBeast ya estoy  suscrito
3313,PKtnafFtfEo,Inshaallah I will get a Iphone❤
3314,f0c7pSCoZqE,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3315,f0c7pSCoZqE,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3316,f0c7pSCoZqE,The chance to get iPhone is 0.000000000000000000001%😅
3317,f0c7pSCoZqE,Norengo tarjeta😢
3318,f0c7pSCoZqE,Im
3319,f0c7pSCoZqE,Amake din
3320,f0c7pSCoZqE,1.000.000 missed calls from Samsung
3321,f0c7pSCoZqE,Ami ki pabo
3322,f0c7pSCoZqE,already subscribed😢
3323,f0c7pSCoZqE,I’m subscribed  🪼
3324,f0c7pSCoZqE,I REALLY NEED A NEW ONEEE
3325,f0c7pSCoZqE,PLZZZZ
3326,f0c7pSCoZqE,🎉🎉🎉🎉🎉❤❤❤❤❤
3327,f0c7pSCoZqE,🇮🇳🇮🇳🇮🇳
3328,f0c7pSCoZqE,Meme😢
3329,f0c7pSCoZqE,A
3330,f0c7pSCoZqE,I wish to get it 😢 helps for studies ❤
3331,f0c7pSCoZqE,Can I get a chance t
3332,f0c7pSCoZqE,yo soy de guatemala mrBeast ya estoy  suscrito
3333,f0c7pSCoZqE,Inshaallah I will get a Iphone❤
3334,dg2Ag3e8W-Q,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3335,dg2Ag3e8W-Q,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3336,dg2Ag3e8W-Q,The chance to get iPhone is 0.000000000000000000001%😅
3337,dg2Ag3e8W-Q,Norengo tarjeta😢
3338,dg2Ag3e8W-Q,Im
3339,dg2Ag3e8W-Q,Amake din
3340,dg2Ag3e8W-Q,1.000.000 missed calls from Samsung
3341,dg2Ag3e8W-Q,Ami ki pabo
3342,dg2Ag3e8W-Q,already subscribed😢
3343,dg2Ag3e8W-Q,I’m subscribed  🪼
3344,dg2Ag3e8W-Q,I REALLY NEED A NEW ONEEE
3345,dg2Ag3e8W-Q,PLZZZZ
3346,dg2Ag3e8W-Q,🎉🎉🎉🎉🎉❤❤❤❤❤
3347,dg2Ag3e8W-Q,🇮🇳🇮🇳🇮🇳
3348,dg2Ag3e8W-Q,Meme😢
3349,dg2Ag3e8W-Q,A
3350,dg2Ag3e8W-Q,I wish to get it 😢 helps for studies ❤
3351,dg2Ag3e8W-Q,Can I get a chance t
3352,dg2Ag3e8W-Q,yo soy de guatemala mrBeast ya estoy  suscrito
3353,dg2Ag3e8W-Q,Inshaallah I will get a Iphone❤
3354,LeYsRMZFUq0,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3355,LeYsRMZFUq0,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3356,LeYsRMZFUq0,The chance to get iPhone is 0.000000000000000000001%😅
3357,LeYsRMZFUq0,Norengo tarjeta😢
3358,LeYsRMZFUq0,Im
3359,LeYsRMZFUq0,Amake din
3360,LeYsRMZFUq0,1.000.000 missed calls from Samsung
3361,LeYsRMZFUq0,Ami ki pabo
3362,LeYsRMZFUq0,already subscribed😢
3363,LeYsRMZFUq0,I’m subscribed  🪼
3364,LeYsRMZFUq0,I REALLY NEED A NEW ONEEE
3365,LeYsRMZFUq0,PLZZZZ
3366,LeYsRMZFUq0,🎉🎉🎉🎉🎉❤❤❤❤❤
3367,LeYsRMZFUq0,🇮🇳🇮🇳🇮🇳
3368,LeYsRMZFUq0,Meme😢
3369,LeYsRMZFUq0,A
3370,LeYsRMZFUq0,I wish to get it 😢 helps for studies ❤
3371,LeYsRMZFUq0,Can I get a chance t
3372,LeYsRMZFUq0,yo soy de guatemala mrBeast ya estoy  suscrito
3373,LeYsRMZFUq0,Inshaallah I will get a Iphone❤
3374,Dc2ZRmuH5OM,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3375,Dc2ZRmuH5OM,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3376,Dc2ZRmuH5OM,The chance to get iPhone is 0.000000000000000000001%😅
3377,Dc2ZRmuH5OM,Norengo tarjeta😢
3378,Dc2ZRmuH5OM,Im
3379,Dc2ZRmuH5OM,Amake din
3380,Dc2ZRmuH5OM,1.000.000 missed calls from Samsung
3381,Dc2ZRmuH5OM,Ami ki pabo
3382,Dc2ZRmuH5OM,already subscribed😢
3383,Dc2ZRmuH5OM,I’m subscribed  🪼
3384,Dc2ZRmuH5OM,I REALLY NEED A NEW ONEEE
3385,Dc2ZRmuH5OM,PLZZZZ
3386,Dc2ZRmuH5OM,🎉🎉🎉🎉🎉❤❤❤❤❤
3387,Dc2ZRmuH5OM,🇮🇳🇮🇳🇮🇳
3388,Dc2ZRmuH5OM,Meme😢
3389,Dc2ZRmuH5OM,A
3390,Dc2ZRmuH5OM,I wish to get it 😢 helps for studies ❤
3391,Dc2ZRmuH5OM,Can I get a chance t
3392,Dc2ZRmuH5OM,yo soy de guatemala mrBeast ya estoy  suscrito
3393,Dc2ZRmuH5OM,Inshaallah I will get a Iphone❤
3394,GLoeAJUcz38,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3395,GLoeAJUcz38,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3396,GLoeAJUcz38,The chance to get iPhone is 0.000000000000000000001%😅
3397,GLoeAJUcz38,Norengo tarjeta😢
3398,GLoeAJUcz38,Im
3399,GLoeAJUcz38,Amake din
3400,GLoeAJUcz38,1.000.000 missed calls from Samsung
3401,GLoeAJUcz38,Ami ki pabo
3402,GLoeAJUcz38,already subscribed😢
3403,GLoeAJUcz38,I’m subscribed  🪼
3404,GLoeAJUcz38,I REALLY NEED A NEW ONEEE
3405,GLoeAJUcz38,PLZZZZ
3406,GLoeAJUcz38,🎉🎉🎉🎉🎉❤❤❤❤❤
3407,GLoeAJUcz38,🇮🇳🇮🇳🇮🇳
3408,GLoeAJUcz38,Meme😢
3409,GLoeAJUcz38,A
3410,GLoeAJUcz38,I wish to get it 😢 helps for studies ❤
3411,GLoeAJUcz38,Can I get a chance t
3412,GLoeAJUcz38,yo soy de guatemala mrBeast ya estoy  suscrito
3413,GLoeAJUcz38,Inshaallah I will get a Iphone❤
3414,SZQhgExjBvQ,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3415,SZQhgExjBvQ,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3416,SZQhgExjBvQ,The chance to get iPhone is 0.000000000000000000001%😅
3417,SZQhgExjBvQ,Norengo tarjeta😢
3418,SZQhgExjBvQ,Im
3419,SZQhgExjBvQ,Amake din
3420,SZQhgExjBvQ,1.000.000 missed calls from Samsung
3421,SZQhgExjBvQ,Ami ki pabo
3422,SZQhgExjBvQ,already subscribed😢
3423,SZQhgExjBvQ,I’m subscribed  🪼
3424,SZQhgExjBvQ,I REALLY NEED A NEW ONEEE
3425,SZQhgExjBvQ,PLZZZZ
3426,SZQhgExjBvQ,🎉🎉🎉🎉🎉❤❤❤❤❤
3427,SZQhgExjBvQ,🇮🇳🇮🇳🇮🇳
3428,SZQhgExjBvQ,Meme😢
3429,SZQhgExjBvQ,A
3430,SZQhgExjBvQ,I wish to get it 😢 helps for studies ❤
3431,SZQhgExjBvQ,Can I get a chance t
3432,SZQhgExjBvQ,yo soy de guatemala mrBeast ya estoy  suscrito
3433,SZQhgExjBvQ,Inshaallah I will get a Iphone❤
3434,IoZri9hq7z4,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3435,IoZri9hq7z4,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3436,IoZri9hq7z4,The chance to get iPhone is 0.000000000000000000001%😅
3437,IoZri9hq7z4,Norengo tarjeta😢
3438,IoZri9hq7z4,Im
3439,IoZri9hq7z4,Amake din
3440,IoZri9hq7z4,1.000.000 missed calls from Samsung
3441,IoZri9hq7z4,Ami ki pabo
3442,IoZri9hq7z4,already subscribed😢
3443,IoZri9hq7z4,I’m subscribed  🪼
3444,IoZri9hq7z4,I REALLY NEED A NEW ONEEE
3445,IoZri9hq7z4,PLZZZZ
3446,IoZri9hq7z4,🎉🎉🎉🎉🎉❤❤❤❤❤
3447,IoZri9hq7z4,🇮🇳🇮🇳🇮🇳
3448,IoZri9hq7z4,Meme😢
3449,IoZri9hq7z4,A
3450,IoZri9hq7z4,I wish to get it 😢 helps for studies ❤
3451,IoZri9hq7z4,Can I get a chance t
3452,IoZri9hq7z4,yo soy de guatemala mrBeast ya estoy  suscrito
3453,IoZri9hq7z4,Inshaallah I will get a Iphone❤
3454,vp5sSqyZ5Go,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3455,vp5sSqyZ5Go,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3456,vp5sSqyZ5Go,The chance to get iPhone is 0.000000000000000000001%😅
3457,vp5sSqyZ5Go,Norengo tarjeta😢
3458,vp5sSqyZ5Go,Im
3459,vp5sSqyZ5Go,Amake din
3460,vp5sSqyZ5Go,1.000.000 missed calls from Samsung
3461,vp5sSqyZ5Go,Ami ki pabo
3462,vp5sSqyZ5Go,already subscribed😢
3463,vp5sSqyZ5Go,I’m subscribed  🪼
3464,vp5sSqyZ5Go,I REALLY NEED A NEW ONEEE
3465,vp5sSqyZ5Go,PLZZZZ
3466,vp5sSqyZ5Go,🎉🎉🎉🎉🎉❤❤❤❤❤
3467,vp5sSqyZ5Go,🇮🇳🇮🇳🇮🇳
3468,vp5sSqyZ5Go,Meme😢
3469,vp5sSqyZ5Go,A
3470,vp5sSqyZ5Go,I wish to get it 😢 helps for studies ❤
3471,vp5sSqyZ5Go,Can I get a chance t
3472,vp5sSqyZ5Go,yo soy de guatemala mrBeast ya estoy  suscrito
3473,vp5sSqyZ5Go,Inshaallah I will get a Iphone❤
3474,AKJfakEsgy0,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3475,AKJfakEsgy0,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3476,AKJfakEsgy0,The chance to get iPhone is 0.000000000000000000001%😅
3477,AKJfakEsgy0,Norengo tarjeta😢
3478,AKJfakEsgy0,Im
3479,AKJfakEsgy0,Amake din
3480,AKJfakEsgy0,1.000.000 missed calls from Samsung
3481,AKJfakEsgy0,Ami ki pabo
3482,AKJfakEsgy0,already subscribed😢
3483,AKJfakEsgy0,I’m subscribed  🪼
3484,AKJfakEsgy0,I REALLY NEED A NEW ONEEE
3485,AKJfakEsgy0,PLZZZZ
3486,AKJfakEsgy0,🎉🎉🎉🎉🎉❤❤❤❤❤
3487,AKJfakEsgy0,🇮🇳🇮🇳🇮🇳
3488,AKJfakEsgy0,Meme😢
3489,AKJfakEsgy0,A
3490,AKJfakEsgy0,I wish to get it 😢 helps for studies ❤
3491,AKJfakEsgy0,Can I get a chance t
3492,AKJfakEsgy0,yo soy de guatemala mrBeast ya estoy  suscrito
3493,AKJfakEsgy0,Inshaallah I will get a Iphone❤
3494,Vl3swga-Xrk,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3495,Vl3swga-Xrk,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3496,Vl3swga-Xrk,The chance to get iPhone is 0.000000000000000000001%😅
3497,Vl3swga-Xrk,Norengo tarjeta😢
3498,Vl3swga-Xrk,Im
3499,Vl3swga-Xrk,Amake din
3500,Vl3swga-Xrk,1.000.000 missed calls from Samsung
3501,Vl3swga-Xrk,Ami ki pabo
3502,Vl3swga-Xrk,already subscribed😢
3503,Vl3swga-Xrk,I’m subscribed  🪼
3504,Vl3swga-Xrk,I REALLY NEED A NEW ONEEE
3505,Vl3swga-Xrk,PLZZZZ
3506,Vl3swga-Xrk,🎉🎉🎉🎉🎉❤❤❤❤❤
3507,Vl3swga-Xrk,🇮🇳🇮🇳🇮🇳
3508,Vl3swga-Xrk,Meme😢
3509,Vl3swga-Xrk,A
3510,Vl3swga-Xrk,I wish to get it 😢 helps for studies ❤
3511,Vl3swga-Xrk,Can I get a chance t
3512,Vl3swga-Xrk,yo soy de guatemala mrBeast ya estoy  suscrito
3513,Vl3swga-Xrk,Inshaallah I will get a Iphone❤
3514,UE5AHE2Ypr8,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3515,UE5AHE2Ypr8,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3516,UE5AHE2Ypr8,The chance to get iPhone is 0.000000000000000000001%😅
3517,UE5AHE2Ypr8,Norengo tarjeta😢
3518,UE5AHE2Ypr8,Im
3519,UE5AHE2Ypr8,Amake din
3520,UE5AHE2Ypr8,1.000.000 missed calls from Samsung
3521,UE5AHE2Ypr8,Ami ki pabo
3522,UE5AHE2Ypr8,already subscribed😢
3523,UE5AHE2Ypr8,I’m subscribed  🪼
3524,UE5AHE2Ypr8,I REALLY NEED A NEW ONEEE
3525,UE5AHE2Ypr8,PLZZZZ
3526,UE5AHE2Ypr8,🎉🎉🎉🎉🎉❤❤❤❤❤
3527,UE5AHE2Ypr8,🇮🇳🇮🇳🇮🇳
3528,UE5AHE2Ypr8,Meme😢
3529,UE5AHE2Ypr8,A
3530,UE5AHE2Ypr8,I wish to get it 😢 helps for studies ❤
3531,UE5AHE2Ypr8,Can I get a chance t
3532,UE5AHE2Ypr8,yo soy de guatemala mrBeast ya estoy  suscrito
3533,UE5AHE2Ypr8,Inshaallah I will get a Iphone❤
3534,TDiXxsQ0w2Q,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3535,TDiXxsQ0w2Q,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3536,TDiXxsQ0w2Q,The chance to get iPhone is 0.000000000000000000001%😅
3537,TDiXxsQ0w2Q,Norengo tarjeta😢
3538,TDiXxsQ0w2Q,Im
3539,TDiXxsQ0w2Q,Amake din
3540,TDiXxsQ0w2Q,1.000.000 missed calls from Samsung
3541,TDiXxsQ0w2Q,Ami ki pabo
3542,TDiXxsQ0w2Q,already subscribed😢
3543,TDiXxsQ0w2Q,I’m subscribed  🪼
3544,TDiXxsQ0w2Q,I REALLY NEED A NEW ONEEE
3545,TDiXxsQ0w2Q,PLZZZZ
3546,TDiXxsQ0w2Q,🎉🎉🎉🎉🎉❤❤❤❤❤
3547,TDiXxsQ0w2Q,🇮🇳🇮🇳🇮🇳
3548,TDiXxsQ0w2Q,Meme😢
3549,TDiXxsQ0w2Q,A
3550,TDiXxsQ0w2Q,I wish to get it 😢 helps for studies ❤
3551,TDiXxsQ0w2Q,Can I get a chance t
3552,TDiXxsQ0w2Q,yo soy de guatemala mrBeast ya estoy  suscrito
3553,TDiXxsQ0w2Q,Inshaallah I will get a Iphone❤
3554,oD155zWANQg,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3555,oD155zWANQg,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3556,oD155zWANQg,The chance to get iPhone is 0.000000000000000000001%😅
3557,oD155zWANQg,Norengo tarjeta😢
3558,oD155zWANQg,Im
3559,oD155zWANQg,Amake din
3560,oD155zWANQg,1.000.000 missed calls from Samsung
3561,oD155zWANQg,Ami ki pabo
3562,oD155zWANQg,already subscribed😢
3563,oD155zWANQg,I’m subscribed  🪼
3564,oD155zWANQg,I REALLY NEED A NEW ONEEE
3565,oD155zWANQg,PLZZZZ
3566,oD155zWANQg,🎉🎉🎉🎉🎉❤❤❤❤❤
3567,oD155zWANQg,🇮🇳🇮🇳🇮🇳
3568,oD155zWANQg,Meme😢
3569,oD155zWANQg,A
3570,oD155zWANQg,I wish to get it 😢 helps for studies ❤
3571,oD155zWANQg,Can I get a chance t
3572,oD155zWANQg,yo soy de guatemala mrBeast ya estoy  suscrito
3573,oD155zWANQg,Inshaallah I will get a Iphone❤
3574,s1ax8Tx_Jz0,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3575,s1ax8Tx_Jz0,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3576,s1ax8Tx_Jz0,The chance to get iPhone is 0.000000000000000000001%😅
3577,s1ax8Tx_Jz0,Norengo tarjeta😢
3578,s1ax8Tx_Jz0,Im
3579,s1ax8Tx_Jz0,Amake din
3580,s1ax8Tx_Jz0,1.000.000 missed calls from Samsung
3581,s1ax8Tx_Jz0,Ami ki pabo
3582,s1ax8Tx_Jz0,already subscribed😢
3583,s1ax8Tx_Jz0,I’m subscribed  🪼
3584,s1ax8Tx_Jz0,I REALLY NEED A NEW ONEEE
3585,s1ax8Tx_Jz0,PLZZZZ
3586,s1ax8Tx_Jz0,🎉🎉🎉🎉🎉❤❤❤❤❤
3587,s1ax8Tx_Jz0,🇮🇳🇮🇳🇮🇳
3588,s1ax8Tx_Jz0,Meme😢
3589,s1ax8Tx_Jz0,A
3590,s1ax8Tx_Jz0,I wish to get it 😢 helps for studies ❤
3591,s1ax8Tx_Jz0,Can I get a chance t
3592,s1ax8Tx_Jz0,yo soy de guatemala mrBeast ya estoy  suscrito
3593,s1ax8Tx_Jz0,Inshaallah I will get a Iphone❤
3594,NkE0AMGzpJY,"Please make sure you have an email address on your profile!
We will be reaching out from giveaway@mrbeastbusiness.com if you are selected as a winner! Make sure you check your email and check spam."
3595,NkE0AMGzpJY,"Mrbeast I also want to get an iPhone, I have subscribed since 2022, hopefully I will get it"
3596,NkE0AMGzpJY,The chance to get iPhone is 0.000000000000000000001%😅
3597,NkE0AMGzpJY,Norengo tarjeta😢
3598,NkE0AMGzpJY,Im
3599,NkE0AMGzpJY,Amake din
3600,NkE0AMGzpJY,1.000.000 missed calls from Samsung
3601,NkE0AMGzpJY,Ami ki pabo
3602,NkE0AMGzpJY,already subscribed😢
3603,NkE0AMGzpJY,I’m subscribed  🪼
3604,NkE0AMGzpJY,I REALLY NEED A NEW ONEEE
3605,NkE0AMGzpJY,PLZZZZ
3606,NkE0AMGzpJY,🎉🎉🎉🎉🎉❤❤❤❤❤
3607,NkE0AMGzpJY,🇮🇳🇮🇳🇮🇳
3608,NkE0AMGzpJY,Meme😢
3609,NkE0AMGzpJY,A
3610,NkE0AMGzpJY,I wish to get it 😢 helps for studies ❤
3611,NkE0AMGzpJY,Can I get a chance t
